族群,細產業,檔名,細產業代碼,成分股數,來源網址
INTERNET應用與服務,串流媒體,INTERNET應用與服務_串流媒體.csv,C023417,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023417
INTERNET應用與服務,人力資源網站,INTERNET應用與服務_人力資源網站.csv,C023426,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023426
INTERNET應用與服務,直播平台,INTERNET應用與服務_直播平台.csv,C023427,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023427
INTERNET應用與服務,電子商務,INTERNET應用與服務_電子商務.csv,C023448,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023448
INTERNET應用與服務,叫車平台,INTERNET應用與服務_叫車平台.csv,C023449,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023449
INTERNET技術與基礎設施,雲端科技,INTERNET技術與基礎設施_雲端科技.csv,C023415,18,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023415
INTERNET技術與基礎設施,INTERNET技術與基礎設施,INTERNET技術與基礎設施_INTERNET技術與基礎設施.csv,C023418,22,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023418
INTERNET技術與基礎設施,電商服務,INTERNET技術與基礎設施_電商服務.csv,C023419,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023419
INTERNET技術與基礎設施,雲端服務代理商,INTERNET技術與基礎設施_雲端服務代理商.csv,C023428,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023428
數位相機,影像感測元件,數位相機_影像感測元件.csv,C023030,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023030
數位相機,數位相機,數位相機_數位相機.csv,C023420,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023420
數位相機,數位相機組裝,數位相機_數位相機組裝.csv,C023421,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023421
電池,工業用電池,電池_工業用電池.csv,C015103,12,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015103
電池,車用鋰電池,電池_車用鋰電池.csv,C022080,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022080
電池,消費用電池,電池_消費用電池.csv,C023132,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023132
電池,電池,電池_電池.csv,C023440,21,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023440
電池,儲能設備,電池_儲能設備.csv,C023441,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023441
電池,電池芯,電池_電池芯.csv,C023442,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023442
電池,鉛酸蓄電池,電池_鉛酸蓄電池.csv,C023443,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023443
電池,鋰電池,電池_鋰電池.csv,C023444,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023444
電池,固態電池,電池_固態電池.csv,C023445,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023445
電池,氫燃料電池,電池_氫燃料電池.csv,C023446,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023446
電池,BBU,電池_BBU.csv,C023447,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023447
消費性電子產品,電話／傳真機,消費性電子產品_電話／傳真機.csv,C023090,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023090
消費性電子產品,視訊轉換相關,消費性電子產品_視訊轉換相關.csv,C023451,15,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023451
消費性電子產品,平板電腦,消費性電子產品_平板電腦.csv,C023457,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023457
消費性電子產品,語音助理,消費性電子產品_語音助理.csv,C023458,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023458
消費性電子產品,消費性電子產品,消費性電子產品_消費性電子產品.csv,C023460,29,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023460
消費性電子產品,微投影機,消費性電子產品_微投影機.csv,C023461,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023461
消費性電子產品,視訊會議產品,消費性電子產品_視訊會議產品.csv,C023722,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023722
消費性電子產品,電子書閱讀器,消費性電子產品_電子書閱讀器.csv,C023723,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023723
消費性電子產品,攝影設備,消費性電子產品_攝影設備.csv,C023726,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023726
光學元件,光學鏡片／頭,光學元件_光學鏡片／頭.csv,C023422,17,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023422
光學元件,塑膠鏡頭,光學元件_塑膠鏡頭.csv,C023462,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023462
光學元件,車用鏡頭,光學元件_車用鏡頭.csv,C023463,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023463
光學元件,光學元件,光學元件_光學元件.csv,C023470,17,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023470
半導體化學品,研磨液／墊,半導體化學品_研磨液／墊.csv,C023325,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023325
半導體化學品,光阻劑,半導體化學品_光阻劑.csv,C023327,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023327
半導體化學品,半導體化學品,半導體化學品_半導體化學品.csv,C023480,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023480
週邊產品,掃瞄器,週邊產品_掃瞄器.csv,C023220,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023220
週邊產品,滑鼠,週邊產品_滑鼠.csv,C023240,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023240
週邊產品,鍵盤,週邊產品_鍵盤.csv,C023250,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023250
週邊產品,光碟機／燒錄機,週邊產品_光碟機／燒錄機.csv,C023260,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023260
週邊產品,週邊產品,週邊產品_週邊產品.csv,C023490,51,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023490
週邊產品,印表機,週邊產品_印表機.csv,C023492,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023492
週邊產品,記憶卡,週邊產品_記憶卡.csv,C023493,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023493
週邊產品,儲存設備,週邊產品_儲存設備.csv,C023495,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023495
週邊產品,3D印表機,週邊產品_3D印表機.csv,C023496,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023496
週邊產品,印表機耗材,週邊產品_印表機耗材.csv,C023497,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023497
週邊產品,IC讀卡機,週邊產品_IC讀卡機.csv,C023580,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023580
週邊產品,磁碟陣列控制器,週邊產品_磁碟陣列控制器.csv,C023630,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023630
週邊產品,手寫板,週邊產品_手寫板.csv,C023660,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023660
週邊產品,硬碟相關,週邊產品_硬碟相關.csv,C023680,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023680
週邊產品,矽碟機,週邊產品_矽碟機.csv,C023690,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023690
週邊產品,電競週邊,週邊產品_電競週邊.csv,C023932,12,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023932
光通訊,光纖光纜,光通訊_光纖光纜.csv,C016015,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016015
光通訊,光通訊,光通訊_光通訊.csv,C023500,25,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023500
光通訊,光纖預製棒,光通訊_光纖預製棒.csv,C023505,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023505
光通訊,光纖主動元件,光通訊_光纖主動元件.csv,C023996,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023996
光通訊,光纖被動元件,光通訊_光纖被動元件.csv,C023997,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023997
光通訊,光纖設備,光通訊_光纖設備.csv,C023998,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023998
光通訊,光纖零組件,光通訊_光纖零組件.csv,C023999,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023999
工業電腦,量子電腦,工業電腦_量子電腦.csv,C023264,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023264
工業電腦,工業電腦,工業電腦_工業電腦.csv,C023510,58,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023510
工業電腦,博奕機台,工業電腦_博奕機台.csv,C023511,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023511
工業電腦,KIOSK自助服務機,工業電腦_KIOSK自助服務機.csv,C023512,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023512
工業電腦,自動資料收集產品,工業電腦_自動資料收集產品.csv,C023513,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023513
工業電腦,掌上型工業電腦,工業電腦_掌上型工業電腦.csv,C023514,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023514
工業電腦,安全監控,工業電腦_安全監控.csv,C023550,17,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023550
工業電腦,條碼掃描器,工業電腦_條碼掃描器.csv,C023560,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023560
工業電腦,POS機系統,工業電腦_POS機系統.csv,C023721,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023721
工業電腦,自動販賣機,工業電腦_自動販賣機.csv,C099330,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099330
